conteudo,enviado_por,canal,prioridade_atendimento,status_atendimento,tipo_pessoa,gravidade,categoria
meu filho ta com o rosto muito ruim,BENEFICIARIO,whatsapp,2,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
situacao piorando rapido urgente socorro,BENEFICIARIO,telefone,1,SOLICITADO,OUTRO,5,urgencia
crianca com sangramento que nao cessa,BENEFICIARIO,telefone,1,ABERTO,MULHER_APOLONIA,4,urgencia
ela ta em desespero preciso de ajuda,BENEFICIARIO,telefone,2,SOLICITADO,OUTRO,4,urgencia
dente exposto e sangrando urgente hoje,BENEFICIARIO,email,1,SOLICITADO,MULHER_APOLONIA,4,urgencia
preciso de consulta emergencial sem falta,BENEFICIARIO,telefone,2,SOLICITADO,MULHER_APOLONIA,5,urgencia
crianca vomitando de dor no dente,BENEFICIARIO,telefone,2,SOLICITADO,MULHER_APOLONIA,4,urgencia
urgentissimo inchaço no rosto crianca,BENEFICIARIO,telefone,2,ABERTO,OUTRO,4,urgencia
precisa atendimento imediato nao pode esperar,BENEFICIARIO,presencial,2,ABERTO,MULHER_APOLONIA,5,urgencia
meu filho ta com o pescoço inchado urgente,BENEFICIARIO,whatsapp,1,SOLICITADO,OUTRO,5,urgencia
crianca com abscessos urgente socorro,BENEFICIARIO,presencial,1,SOLICITADO,MULHER_APOLONIA,4,urgencia
febre alta e inchaço bucal urgentissimo,BENEFICIARIO,whatsapp,1,SOLICITADO,OUTRO,4,urgencia
minha filha ta em choque de dor,BENEFICIARIO,telefone,1,SOLICITADO,CRIANCA_ADOLESCENTE,5,urgencia
ta com mta dor,BENEFICIARIO,whatsapp,1,SOLICITADO,OUTRO,4,urgencia
socorro,BENEFICIARIO,email,1,SOLICITADO,OUTRO,4,urgencia
dor demais ajuda,BENEFICIARIO,presencial,2,SOLICITADO,MULHER_APOLONIA,5,urgencia
preciso agora,BENEFICIARIO,telefone,1,ABERTO,MULHER_APOLONIA,5,urgencia
urgente!!,BENEFICIARIO,telefone,2,SOLICITADO,OUTRO,5,urgencia
criança com dor forte,BENEFICIARIO,whatsapp,1,SOLICITADO,MULHER_APOLONIA,5,urgencia
nao aguento a dor,BENEFICIARIO,telefone,1,ABERTO,MULHER_APOLONIA,5,urgencia
minha filha ta choraando mto precisa de consulta hj,BENEFICIARIO,presencial,2,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
dor insuportavel nao tenho mais como aguentar socorro,BENEFICIARIO,telefone,2,SOLICITADO,MULHER_APOLONIA,4,urgencia
meu filho n para de chora de dor desde ontem to desesperada,BENEFICIARIO,whatsapp,2,SOLICITADO,CRIANCA_ADOLESCENTE,5,urgencia
inchaço na gengiva ta enorme e com febre precisa urgente,BENEFICIARIO,whatsapp,1,ABERTO,MULHER_APOLONIA,5,urgencia
ta muito mal precisamo de ajuda rapido pf,BENEFICIARIO,whatsapp,2,ABERTO,OUTRO,4,urgencia
vc pode me atende hj?? ta com muita dor,BENEFICIARIO,telefone,2,ABERTO,OUTRO,5,urgencia
criança com febre e dor dente muito ruim,BENEFICIARIO,whatsapp,1,SOLICITADO,OUTRO,5,urgencia
preciso de consulta de emergencia hj,BENEFICIARIO,email,1,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
nao to conseguindo comer de tanta dor,BENEFICIARIO,telefone,2,SOLICITADO,CRIANCA_ADOLESCENTE,4,urgencia
minha mae ta com dor fortissima precisa de ajuda urgente,BENEFICIARIO,telefone,2,SOLICITADO,OUTRO,5,urgencia
abcesso dentario preciso de atendimento hoje,BENEFICIARIO,whatsapp,2,SOLICITADO,MULHER_APOLONIA,4,urgencia
tem algum dentista disponível agora ta muito mal,BENEFICIARIO,email,2,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
dor de dente 3 dias to no limite me ajuda,BENEFICIARIO,whatsapp,1,ABERTO,MULHER_APOLONIA,4,urgencia
filho gritando de dor preciso de alguem agora,BENEFICIARIO,whatsapp,1,ABERTO,MULHER_APOLONIA,4,urgencia
Confirmo minha consulta para amanhã às 14h,VOLUNTARIO,whatsapp,4,ENCERRADO,CRIANCA_ADOLESCENTE,3,informativo
"Preciso remarcar minha consulta do dia 15, por favor",VOLUNTARIO,telefone,4,ABERTO,OUTRO,2,informativo
Gostaria de saber o horário de funcionamento de vocês,BENEFICIARIO,whatsapp,3,ABERTO,OUTRO,1,informativo
Quais documentos preciso levar para o primeiro atendimento,VOLUNTARIO,email,4,ENCERRADO,OUTRO,1,informativo
"Minha filha já foi atendida, obrigada, estamos bem",BENEFICIARIO,telefone,4,ABERTO,MULHER_APOLONIA,1,informativo
Confirmo presença no atendimento de quarta-feira,VOLUNTARIO,presencial,4,EM_ATENDIMENTO,MULHER_APOLONIA,2,informativo
Quero cancelar o agendamento da próxima semana,BENEFICIARIO,email,3,EM_ATENDIMENTO,OUTRO,2,informativo
Gostaria de saber se vocês atendem crianças menores de 2 anos,BENEFICIARIO,email,4,EM_ATENDIMENTO,OUTRO,3,informativo
Recebi o contato de vocês por indicação de uma amiga,VOLUNTARIO,email,3,EM_ATENDIMENTO,OUTRO,2,informativo
Estou enviando os documentos solicitados na última consulta,BENEFICIARIO,telefone,3,EM_ATENDIMENTO,OUTRO,3,informativo
Apenas informando que chegamos ao endereço indicado,VOLUNTARIO,telefone,4,ENCERRADO,CRIANCA_ADOLESCENTE,1,informativo
Quero confirmar o endereço do atendimento presencial,BENEFICIARIO,whatsapp,4,ABERTO,OUTRO,3,informativo
Vou precisar remarcar para a semana que vem,VOLUNTARIO,presencial,3,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,1,informativo
Pode confirmar se meu caso foi recebido pelo sistema,VOLUNTARIO,email,3,ABERTO,MULHER_APOLONIA,1,informativo
Enviando retorno sobre o tratamento iniciado na semana passada,VOLUNTARIO,whatsapp,4,ENCERRADO,CRIANCA_ADOLESCENTE,1,informativo
Gostaria de atualizar meu número de telefone no cadastro,BENEFICIARIO,presencial,3,ABERTO,OUTRO,2,informativo
Preciso saber se posso levar o irmão mais novo também,BENEFICIARIO,telefone,3,ABERTO,MULHER_APOLONIA,1,informativo
Informando que a consulta de hoje foi realizada com sucesso,BENEFICIARIO,telefone,4,ABERTO,OUTRO,1,informativo
Quero saber se já tem vaga disponível para este mês,BENEFICIARIO,whatsapp,4,ABERTO,OUTRO,1,informativo
Estou enviando foto do dente conforme solicitado pelo dentista,BENEFICIARIO,whatsapp,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,informativo
"Meu filho já tomou o remédio indicado, está melhorando",BENEFICIARIO,presencial,4,ABERTO,MULHER_APOLONIA,1,informativo
Apenas avisando que vamos chegar 20 minutos atrasados,VOLUNTARIO,presencial,3,ABERTO,CRIANCA_ADOLESCENTE,2,informativo
Pode me passar o nome do dentista que vai me atender,VOLUNTARIO,whatsapp,3,ENCERRADO,MULHER_APOLONIA,1,informativo
Confirmo que recebi o email com as instruções,BENEFICIARIO,email,3,ENCERRADO,OUTRO,2,informativo
Gostaria de saber sobre o acompanhamento após o tratamento,BENEFICIARIO,whatsapp,3,ENCERRADO,OUTRO,1,informativo
Preciso de um declaração de atendimento para a escola,VOLUNTARIO,email,3,EM_ATENDIMENTO,OUTRO,2,informativo
"Informando que meu telefone mudou, o novo é outro número",VOLUNTARIO,presencial,4,EM_ATENDIMENTO,OUTRO,1,informativo
Pode me informar quanto tempo dura a consulta inicial,VOLUNTARIO,presencial,3,ABERTO,CRIANCA_ADOLESCENTE,1,informativo
Quero saber se vocês atendem no período da tarde,VOLUNTARIO,email,3,ABERTO,MULHER_APOLONIA,3,informativo
Estou confirmando os dados do cadastro que vocês me pediram,VOLUNTARIO,presencial,3,ENCERRADO,MULHER_APOLONIA,1,informativo
"Recebi a confirmação da consulta, estarei presente",BENEFICIARIO,telefone,3,EM_ATENDIMENTO,MULHER_APOLONIA,3,informativo
Preciso de informação sobre como funciona o tratamento completo,BENEFICIARIO,email,4,ENCERRADO,OUTRO,2,informativo
Vou levar a carteirinha de saúde conforme solicitado,BENEFICIARIO,telefone,4,ENCERRADO,MULHER_APOLONIA,3,informativo
Gostaria de saber se o atendimento é gratuito mesmo,VOLUNTARIO,email,4,ABERTO,CRIANCA_ADOLESCENTE,3,informativo
Tenho dúvida sobre quantas consultas são necessárias,VOLUNTARIO,email,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,informativo
Pode me indicar o ponto de ônibus mais próximo do local,VOLUNTARIO,email,3,ABERTO,MULHER_APOLONIA,3,informativo
Quero atualizar o email de contato no meu cadastro,VOLUNTARIO,email,4,ABERTO,OUTRO,1,informativo
Recebi a ligação de vocês e estou retornando o contato,BENEFICIARIO,presencial,4,ABERTO,OUTRO,3,informativo
Enviando os exames pedidos pelo dentista na última visita,VOLUNTARIO,whatsapp,3,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,2,informativo
Preciso saber se é necessário estar em jejum para a consulta,BENEFICIARIO,presencial,3,ENCERRADO,OUTRO,1,informativo
Informando que o tratamento foi concluído com sucesso,VOLUNTARIO,email,4,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,1,informativo
Vou precisar de uma segunda via da declaração de atendimento,VOLUNTARIO,email,4,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,1,informativo
Pode confirmar se o whatsapp é o canal correto para enviar documentos,BENEFICIARIO,email,4,ENCERRADO,CRIANCA_ADOLESCENTE,1,informativo
Estou aguardando o retorno sobre meu agendamento,BENEFICIARIO,email,4,EM_ATENDIMENTO,MULHER_APOLONIA,3,informativo
Preciso de informação sobre o protocolo de atendimento de vocês,BENEFICIARIO,presencial,3,EM_ATENDIMENTO,MULHER_APOLONIA,2,informativo
Apenas atualizando que minha filha está se recuperando bem,VOLUNTARIO,telefone,4,ENCERRADO,MULHER_APOLONIA,2,informativo
Gostaria de saber se aceita plano de saúde ou apenas SUS,VOLUNTARIO,whatsapp,4,EM_ATENDIMENTO,MULHER_APOLONIA,1,informativo
Confirmo que estarei no endereço correto na hora marcada,BENEFICIARIO,telefone,4,ENCERRADO,MULHER_APOLONIA,1,informativo
Preciso de orientações sobre cuidados pós-consulta,BENEFICIARIO,email,3,ABERTO,MULHER_APOLONIA,2,informativo
Estou retornando o contato conforme combinado anteriormente,BENEFICIARIO,telefone,4,ENCERRADO,MULHER_APOLONIA,2,informativo
Confirmo minha consulta para amanhã às 14h,BENEFICIARIO,whatsapp,3,ENCERRADO,OUTRO,3,informativo
"Preciso remarcar minha consulta do dia 15, por favor",VOLUNTARIO,presencial,4,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,1,informativo
Gostaria de saber o horário de funcionamento de vocês,VOLUNTARIO,presencial,3,ABERTO,OUTRO,2,informativo
Quais documentos preciso levar para o primeiro atendimento,VOLUNTARIO,whatsapp,3,ENCERRADO,OUTRO,1,informativo
"Minha filha já foi atendida, obrigada, estamos bem",VOLUNTARIO,presencial,4,EM_ATENDIMENTO,MULHER_APOLONIA,1,informativo
Confirmo presença no atendimento de quarta-feira,VOLUNTARIO,email,3,ENCERRADO,CRIANCA_ADOLESCENTE,3,informativo
Quero cancelar o agendamento da próxima semana,VOLUNTARIO,whatsapp,4,EM_ATENDIMENTO,MULHER_APOLONIA,3,informativo
Gostaria de saber se vocês atendem crianças menores de 2 anos,BENEFICIARIO,email,3,EM_ATENDIMENTO,OUTRO,3,informativo
Recebi o contato de vocês por indicação de uma amiga,BENEFICIARIO,telefone,3,ABERTO,MULHER_APOLONIA,3,informativo
Estou enviando os documentos solicitados na última consulta,BENEFICIARIO,telefone,3,ENCERRADO,OUTRO,1,informativo
Apenas informando que chegamos ao endereço indicado,BENEFICIARIO,whatsapp,3,ENCERRADO,OUTRO,1,informativo
Quero confirmar o endereço do atendimento presencial,BENEFICIARIO,email,3,EM_ATENDIMENTO,OUTRO,1,informativo
Vou precisar remarcar para a semana que vem,BENEFICIARIO,email,4,ENCERRADO,MULHER_APOLONIA,2,informativo
Pode confirmar se meu caso foi recebido pelo sistema,BENEFICIARIO,presencial,4,ENCERRADO,OUTRO,3,informativo
Enviando retorno sobre o tratamento iniciado na semana passada,VOLUNTARIO,telefone,3,ABERTO,CRIANCA_ADOLESCENTE,1,informativo
Gostaria de atualizar meu número de telefone no cadastro,VOLUNTARIO,telefone,3,ABERTO,CRIANCA_ADOLESCENTE,3,informativo
Preciso saber se posso levar o irmão mais novo também,BENEFICIARIO,telefone,4,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,3,informativo
Informando que a consulta de hoje foi realizada com sucesso,BENEFICIARIO,presencial,4,ENCERRADO,OUTRO,3,informativo
Quero saber se já tem vaga disponível para este mês,VOLUNTARIO,email,3,ABERTO,OUTRO,3,informativo
Estou enviando foto do dente conforme solicitado pelo dentista,BENEFICIARIO,telefone,3,EM_ATENDIMENTO,MULHER_APOLONIA,1,informativo
"Meu filho já tomou o remédio indicado, está melhorando",VOLUNTARIO,presencial,4,ABERTO,MULHER_APOLONIA,3,informativo
Apenas avisando que vamos chegar 20 minutos atrasados,VOLUNTARIO,telefone,3,EM_ATENDIMENTO,OUTRO,3,informativo
Pode me passar o nome do dentista que vai me atender,VOLUNTARIO,email,4,ENCERRADO,OUTRO,1,informativo
Confirmo que recebi o email com as instruções,VOLUNTARIO,whatsapp,3,ABERTO,OUTRO,3,informativo
Gostaria de saber sobre o acompanhamento após o tratamento,BENEFICIARIO,whatsapp,4,EM_ATENDIMENTO,MULHER_APOLONIA,3,informativo
Preciso de um declaração de atendimento para a escola,BENEFICIARIO,presencial,3,ABERTO,OUTRO,2,informativo
"Informando que meu telefone mudou, o novo é outro número",VOLUNTARIO,email,3,ABERTO,CRIANCA_ADOLESCENTE,2,informativo
Pode me informar quanto tempo dura a consulta inicial,VOLUNTARIO,email,4,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,3,informativo
Quero saber se vocês atendem no período da tarde,BENEFICIARIO,telefone,3,EM_ATENDIMENTO,MULHER_APOLONIA,2,informativo
Estou confirmando os dados do cadastro que vocês me pediram,BENEFICIARIO,presencial,4,EM_ATENDIMENTO,MULHER_APOLONIA,1,informativo
"Recebi a confirmação da consulta, estarei presente",BENEFICIARIO,email,3,ABERTO,MULHER_APOLONIA,2,informativo
Preciso de informação sobre como funciona o tratamento completo,VOLUNTARIO,email,4,ENCERRADO,OUTRO,2,informativo
Vou levar a carteirinha de saúde conforme solicitado,VOLUNTARIO,presencial,3,EM_ATENDIMENTO,MULHER_APOLONIA,1,informativo
Gostaria de saber se o atendimento é gratuito mesmo,VOLUNTARIO,presencial,4,ENCERRADO,MULHER_APOLONIA,2,informativo
Tenho dúvida sobre quantas consultas são necessárias,BENEFICIARIO,telefone,4,ABERTO,OUTRO,3,informativo
Pode me indicar o ponto de ônibus mais próximo do local,VOLUNTARIO,presencial,3,ABERTO,OUTRO,3,informativo
Quero atualizar o email de contato no meu cadastro,BENEFICIARIO,telefone,3,ABERTO,MULHER_APOLONIA,1,informativo
Recebi a ligação de vocês e estou retornando o contato,BENEFICIARIO,telefone,3,ABERTO,OUTRO,3,informativo
Enviando os exames pedidos pelo dentista na última visita,BENEFICIARIO,email,4,ENCERRADO,CRIANCA_ADOLESCENTE,3,informativo
Preciso saber se é necessário estar em jejum para a consulta,VOLUNTARIO,whatsapp,3,EM_ATENDIMENTO,MULHER_APOLONIA,1,informativo
Informando que o tratamento foi concluído com sucesso,BENEFICIARIO,email,3,EM_ATENDIMENTO,MULHER_APOLONIA,3,informativo
Vou precisar de uma segunda via da declaração de atendimento,VOLUNTARIO,email,4,ENCERRADO,MULHER_APOLONIA,2,informativo
Pode confirmar se o whatsapp é o canal correto para enviar documentos,VOLUNTARIO,email,4,ENCERRADO,CRIANCA_ADOLESCENTE,3,informativo
Estou aguardando o retorno sobre meu agendamento,BENEFICIARIO,email,3,ENCERRADO,OUTRO,2,informativo
Preciso de informação sobre o protocolo de atendimento de vocês,VOLUNTARIO,presencial,3,EM_ATENDIMENTO,MULHER_APOLONIA,3,informativo
Apenas atualizando que minha filha está se recuperando bem,VOLUNTARIO,whatsapp,4,ABERTO,CRIANCA_ADOLESCENTE,1,informativo
Gostaria de saber se aceita plano de saúde ou apenas SUS,VOLUNTARIO,email,4,ENCERRADO,MULHER_APOLONIA,2,informativo
Confirmo que estarei no endereço correto na hora marcada,BENEFICIARIO,presencial,3,ENCERRADO,MULHER_APOLONIA,2,informativo
Preciso de orientações sobre cuidados pós-consulta,BENEFICIARIO,telefone,3,EM_ATENDIMENTO,MULHER_APOLONIA,1,informativo
Estou retornando o contato conforme combinado anteriormente,VOLUNTARIO,email,4,EM_ATENDIMENTO,OUTRO,2,informativo
confirmo a consulta,BENEFICIARIO,whatsapp,3,ENCERRADO,OUTRO,3,informativo
vou la amanha,VOLUNTARIO,whatsapp,3,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,2,informativo
ok recebido obrigada,BENEFICIARIO,email,3,ABERTO,MULHER_APOLONIA,3,informativo
tudo certo com o agendamento,VOLUNTARIO,presencial,3,ENCERRADO,MULHER_APOLONIA,3,informativo
quais documentos levo?,BENEFICIARIO,telefone,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,informativo
q hora e o atendimento?,VOLUNTARIO,whatsapp,4,EM_ATENDIMENTO,OUTRO,1,informativo
qual o endereco mesmo?,VOLUNTARIO,whatsapp,4,ABERTO,OUTRO,2,informativo
vcs atendem sabado?,BENEFICIARIO,presencial,3,ABERTO,OUTRO,2,informativo
quero remarcar,VOLUNTARIO,telefone,3,ENCERRADO,CRIANCA_ADOLESCENTE,2,informativo
vou chegar atrasada uns 10 min,VOLUNTARIO,whatsapp,3,ABERTO,CRIANCA_ADOLESCENTE,1,informativo
posso levar meu outro filho junto?,VOLUNTARIO,telefone,3,ABERTO,MULHER_APOLONIA,2,informativo
o servico e gratuito ne?,BENEFICIARIO,email,4,ENCERRADO,CRIANCA_ADOLESCENTE,1,informativo
to mandando os documentos,VOLUNTARIO,telefone,4,ENCERRADO,MULHER_APOLONIA,1,informativo
chegamos,VOLUNTARIO,telefone,4,ENCERRADO,CRIANCA_ADOLESCENTE,2,informativo
receberam minha mensagem?,VOLUNTARIO,presencial,4,ABERTO,MULHER_APOLONIA,3,informativo
ja fiz o cadastro,VOLUNTARIO,email,3,EM_ATENDIMENTO,MULHER_APOLONIA,3,informativo
confirma meu horario por favor,VOLUNTARIO,telefone,4,ENCERRADO,CRIANCA_ADOLESCENTE,3,informativo
qual o numero de vcs?,BENEFICIARIO,whatsapp,3,ABERTO,MULHER_APOLONIA,1,informativo
vcs tem vaga essa semana?,BENEFICIARIO,whatsapp,3,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,2,informativo
mandei os exames,VOLUNTARIO,telefone,3,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,1,informativo
preciso cancelar a consulta,BENEFICIARIO,email,4,ABERTO,CRIANCA_ADOLESCENTE,1,informativo
como funciona o atendimento?,VOLUNTARIO,presencial,3,ABERTO,OUTRO,1,informativo
tem vaga ainda?,BENEFICIARIO,presencial,4,EM_ATENDIMENTO,OUTRO,1,informativo
oi boa tarde quero agendar,BENEFICIARIO,email,4,ENCERRADO,MULHER_APOLONIA,3,informativo
vcs atendem crianca de 1 ano?,BENEFICIARIO,whatsapp,3,ABERTO,CRIANCA_ADOLESCENTE,1,informativo
estou retornando a ligacao,BENEFICIARIO,presencial,3,EM_ATENDIMENTO,MULHER_APOLONIA,2,informativo
meu tel mudou o novo e esse aqui,BENEFICIARIO,whatsapp,4,ENCERRADO,CRIANCA_ADOLESCENTE,2,informativo
vou levar o cartao de saude,BENEFICIARIO,email,4,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,3,informativo
ta tudo certo com o tratamento,BENEFICIARIO,email,3,ENCERRADO,CRIANCA_ADOLESCENTE,3,informativo
preciso de declaracao de atendimento,VOLUNTARIO,telefone,3,EM_ATENDIMENTO,OUTRO,1,informativo
posso ir de manha?,BENEFICIARIO,presencial,4,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,1,informativo
e de graca esse servico?,VOLUNTARIO,whatsapp,4,ENCERRADO,CRIANCA_ADOLESCENTE,3,informativo
ok estarei la,BENEFICIARIO,email,4,ABERTO,OUTRO,1,informativo
como faz pra agendar pela primeira vez?,BENEFICIARIO,email,3,ABERTO,OUTRO,2,informativo
qual onibus pega pra chegar?,VOLUNTARIO,whatsapp,3,EM_ATENDIMENTO,MULHER_APOLONIA,3,informativo
quero atualizar meu email,BENEFICIARIO,telefone,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,informativo
minha filha ta bem obrigada,VOLUNTARIO,email,3,ABERTO,CRIANCA_ADOLESCENTE,3,informativo
recebi o email confirmo sim,VOLUNTARIO,email,4,EM_ATENDIMENTO,MULHER_APOLONIA,1,informativo
quantas consultas sao necessarias?,BENEFICIARIO,presencial,3,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,1,informativo
preciso de segunda via do comprovante,BENEFICIARIO,telefone,3,ABERTO,CRIANCA_ADOLESCENTE,3,informativo
oi to aqui no local,VOLUNTARIO,telefone,4,ENCERRADO,OUTRO,3,informativo
enviando foto do dente,BENEFICIARIO,email,3,EM_ATENDIMENTO,MULHER_APOLONIA,2,informativo
q horario tem disponivel essa semana?,BENEFICIARIO,whatsapp,3,EM_ATENDIMENTO,MULHER_APOLONIA,1,informativo
posso remarcar pra depois de amanha?,BENEFICIARIO,presencial,4,ABERTO,MULHER_APOLONIA,1,informativo
vcs aceitam crianca de 18 meses?,BENEFICIARIO,presencial,3,EM_ATENDIMENTO,OUTRO,2,informativo
qual e o canal certo pra mandar doc?,VOLUNTARIO,telefone,4,ENCERRADO,CRIANCA_ADOLESCENTE,2,informativo
o atendimento e somente presencial?,VOLUNTARIO,presencial,4,ABERTO,OUTRO,2,informativo
preciso de informacao sobre o tratamento,VOLUNTARIO,email,4,ENCERRADO,CRIANCA_ADOLESCENTE,3,informativo
quero saber sobre o proximo passo,VOLUNTARIO,presencial,4,ENCERRADO,OUTRO,2,informativo
Confirmo presenca amanha,BENEFICIARIO,whatsapp,3,EM_ATENDIMENTO,OUTRO,2,informativo
vou enviar o exame em seguida,VOLUNTARIO,email,4,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,2,informativo
o meu cadastro foi concluido?,VOLUNTARIO,presencial,4,EM_ATENDIMENTO,OUTRO,3,informativo
to aqui no local aguardando,VOLUNTARIO,whatsapp,3,EM_ATENDIMENTO,OUTRO,1,informativo
pode confirmar o horario de hoje?,BENEFICIARIO,telefone,4,ABERTO,CRIANCA_ADOLESCENTE,2,informativo
vou so confirmar minha presenca,BENEFICIARIO,email,3,ENCERRADO,MULHER_APOLONIA,3,informativo
recebi a confirmacao obrigada,VOLUNTARIO,telefone,4,ENCERRADO,CRIANCA_ADOLESCENTE,2,informativo
ja enviei todos os documentos,BENEFICIARIO,email,4,ENCERRADO,MULHER_APOLONIA,1,informativo
quero saber se posso ir sabado,BENEFICIARIO,presencial,3,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,2,informativo
meu filho ta bem obrigada,BENEFICIARIO,whatsapp,4,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,3,informativo
o tratamento ta andando bem,VOLUNTARIO,email,4,ENCERRADO,MULHER_APOLONIA,1,informativo
preciso do comprovante de atendimento,BENEFICIARIO,presencial,3,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,2,informativo
esta e minha primeira vez como vai funcionar,BENEFICIARIO,telefone,4,ENCERRADO,OUTRO,3,informativo
Podem confirmar que receberam os docs?,VOLUNTARIO,whatsapp,4,ENCERRADO,MULHER_APOLONIA,3,informativo
posso trazer minha vizinha junto?,VOLUNTARIO,telefone,4,EM_ATENDIMENTO,MULHER_APOLONIA,1,informativo
vcs atendem quem mora em outro bairro?,VOLUNTARIO,whatsapp,4,ENCERRADO,OUTRO,1,informativo
ok estarei la no horario combinado,VOLUNTARIO,whatsapp,4,ABERTO,CRIANCA_ADOLESCENTE,3,informativo
tenho que faltar posso remarcar?,BENEFICIARIO,presencial,3,ABERTO,MULHER_APOLONIA,1,informativo
qual e o tempo de espera normalmente?,BENEFICIARIO,whatsapp,3,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,3,informativo
meu cadastro foi atualizado?,VOLUNTARIO,telefone,4,ENCERRADO,MULHER_APOLONIA,1,informativo
Oi to retornando o contato,BENEFICIARIO,presencial,3,ABERTO,CRIANCA_ADOLESCENTE,2,informativo
pode me passar o numero do dentista?,VOLUNTARIO,email,4,ABERTO,OUTRO,3,informativo
meu filho ja tomou todos os remedios,VOLUNTARIO,whatsapp,4,ENCERRADO,MULHER_APOLONIA,3,informativo
o atendimento pode ser feito de tarde?,BENEFICIARIO,presencial,3,ABERTO,OUTRO,2,informativo
preciso do relatorio do atendimento,VOLUNTARIO,whatsapp,3,ABERTO,CRIANCA_ADOLESCENTE,1,informativo
recebi o resultado pode confirmar?,BENEFICIARIO,email,4,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,3,informativo
vou atrasar uns 15 min avisando antes,BENEFICIARIO,email,4,ENCERRADO,CRIANCA_ADOLESCENTE,2,informativo
posso agendar mais de uma crianca?,BENEFICIARIO,whatsapp,3,EM_ATENDIMENTO,MULHER_APOLONIA,1,informativo
qual o nome do responsavel pelo meu caso?,BENEFICIARIO,email,3,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,2,informativo
vcs fazem atendimento fora da cidade?,BENEFICIARIO,email,4,ENCERRADO,CRIANCA_ADOLESCENTE,3,informativo
o retorno e automatico ou manual?,VOLUNTARIO,whatsapp,3,ABERTO,CRIANCA_ADOLESCENTE,3,informativo
ja confirmei meu agendamento sim,BENEFICIARIO,presencial,3,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,2,informativo
pode me dar mais detalhes do proximo passo?,VOLUNTARIO,whatsapp,3,ABERTO,MULHER_APOLONIA,2,informativo
preciso do historico das consultas,BENEFICIARIO,whatsapp,4,EM_ATENDIMENTO,MULHER_APOLONIA,3,informativo
posso mudar o horario dessa semana?,VOLUNTARIO,email,4,ABERTO,CRIANCA_ADOLESCENTE,2,informativo
quando sai o resultado do exame?,VOLUNTARIO,whatsapp,3,ENCERRADO,OUTRO,3,informativo
estou enviando o formulario preenchido,BENEFICIARIO,telefone,3,ENCERRADO,CRIANCA_ADOLESCENTE,3,informativo
qual e o endereco exato do local?,BENEFICIARIO,presencial,4,ENCERRADO,MULHER_APOLONIA,1,informativo
tem atendimento disponivel essa semana?,BENEFICIARIO,whatsapp,3,ENCERRADO,MULHER_APOLONIA,1,informativo
posso ligar pra confirmar o horario?,BENEFICIARIO,presencial,4,ABERTO,MULHER_APOLONIA,2,informativo
qual o horario de funcionamento sabado?,VOLUNTARIO,email,3,ENCERRADO,OUTRO,2,informativo
ok recebi a confirmacao,VOLUNTARIO,presencial,3,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,2,informativo
posso agdar com menos de 24h?,VOLUNTARIO,presencial,3,EM_ATENDIMENTO,OUTRO,3,informativo
vou levar os exames antigos tambem,VOLUNTARIO,presencial,4,ENCERRADO,OUTRO,3,informativo
quero saber se meu caso foi aceito,BENEFICIARIO,telefone,3,EM_ATENDIMENTO,OUTRO,3,informativo
q documentos sao necessarios novamente?,BENEFICIARIO,email,3,ABERTO,OUTRO,2,informativo
preciso confirmar a proxima consulta,VOLUNTARIO,email,4,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,1,informativo
o tratamento ja encerrou ou tem mais?,BENEFICIARIO,telefone,4,EM_ATENDIMENTO,OUTRO,2,informativo
vcs tem atendimento em julho?,BENEFICIARIO,telefone,3,EM_ATENDIMENTO,MULHER_APOLONIA,2,informativo
